"EQN_NO","LIFEFORM","SPP_CODE","SPP_TEXT","BIO_COMP","GEO_AREA","SER_STAG","LCL_EQUN","TAX_LIFE","PA1_CODE","PA1_TEXT","PA1_MIN","PA1_MAX","PA1_UNIT","PA2_CODE","PA2_TEXT","PA2_MIN","PA2_MAX","PA2_UNIT","PA3_CODE","PA3_TEXT","PA3_MIN","PA3_MAX","PA3_UNIT","DEP_VAR","DPV_MIN","DPV_MAX","DPV_UNIT","CF1","CF2","CF3","CF4","BPK_EQFM","EQN_TYPE","DPV_O","DPV_OMIN","DPV_OMAX","DPV_OUNIT","IP1_TEXT","IP1_MIN","IP1_MAX","IP1_UNIT","IP2_TEXT","IP2_MIN","IP2_MAX","IP2_UNIT","IP3_TEXT","IP3_MIN","IP3_MAX","IP3_UNIT","ORG_EQFM","SMP_SIZE","R_SQUARE","MS_ERROR","SEE","LOG_BIOC","RAW_DATA","SRC_EQN","SRC_DAT","MARK"
1043,"S","PHMA","Physocarpus malvaceus (ninebark)","BFT","R","G","02","S","BIO","Total aboveground biomass","2.96","485.2","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.96","89.92","g","-0.722316","0.807211",NA,NA,"ln(BFT) = -0.722316 + 0.807211 * ln(BIO)",2,"Total foliage biomass","0.96","89.92","g","Total aboveground biomass","2.96","485.2","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -0.722316 + 0.807211 * ln(BIO)","38","0.938","0.093318","0.30548","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina O.N. based on data from the above mentioned source.","8293",FALSE
1044,"S","PRVI","Prunus virginiana (chokescherry)","BFT","R","G","02","S","BIO","Total aboveground biomass","4.67","549.4","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","2.48","147.0","g","0.","0.103668","0.00025",NA,"BFT = 0 + 0.103668 * BIO + 0.00025 * BIO^2",32,"Total foliage biomass","2.48","147.0","g","Total aboveground biomass","4.67","549.4","g",NA,NA,NA,NA,NA,NA,NA,NA,"BFT = 0 + 0.103668 * BIO + 0.00025 * BIO^2","31","0.900","118.16","10.88",NA,"Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8295",FALSE
1045,"S","RIBES","Ribes spp. (gooseberry)","BFT","R","G","02","S","BIO","Total aboveground biomass","2.60","165.3","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.89","35.69","g","-1.173659","0.888468",NA,NA,"ln(BFT) = -1.173659 + 0.888488 * ln(BIO)",2,"Total foliage biomass","0.89","35.69","g","Total aboveground biomass","2.60","165.3","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -1.173659 + 0.888488 * ln(BIO)","37","0.906","0.0839","0.2897","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina O.N. based on data from the above mentioned source.","8297",FALSE
1046,"S","ROSA","Rosa spp. (rose)","BFT","R","G","02","S","BIO","Total aboveground biomass","0.32","55.54","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.20","12.56","g","-0.737470","0.761610",NA,NA,"ln(BFT) = -0.737470 + 0.761610 * ln(BIO)",2,"Total foliage biomass","0.20","12.56","g","Total aboveground biomass","0.32","55.54","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -0.737470 + 0.761610 * ln(BIO)","32","0.921","0.10136","0.31837","N","Brown, J.K. Intermountain Fire Science Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8299",FALSE
1047,"S","RUID","Rubus idaeus (red raspberry)","BFT","R","G","02","S","BIO","Total aboveground biomass","2.04","40.62","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.75","17.05","g","-0.990273","1.034246",NA,NA,"ln(BFT) = -0.990273 + 1.034246 * ln(BIO)",2,"Total foliage biomass","0.75","17.05","g","Total aboveground biomass","2.04","40.62","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -0.990273 + 1.034246 * ln(BIO)","26","0.970","0.0340","0.1845","N","Brown, J.K. Intermountain Fire sciences Laboratory, USDA FS, Missoula,MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8301",FALSE
1048,"S","RUPA","Rubus parviflorus (thimbleberry)","BFT","R","G","02","S","BIO","Total aboveground biomass","1.31","59.68","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","1.09","20.09","g","-0.340781","0.823852",NA,NA,"ln(BFT) = -0.340781 + 0.823852 * ln(BIO)",2,"Total foliage biomass","1.09","20.09","g","Total aboveground biomass","1.31","59.68","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -0.340781 + 0.83852 * ln(BIO)","27","0.876","0.0537","0.23177","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8303",FALSE
1049,"S","SALIX","Salix spp. (willow)","BFT","R","G","02","S","BIO","Total aboveground biomass","6.48","525.3","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","1.64","114.7","g","-1.082791","0.862266",NA,NA,"ln(BFT) = -1.082791 + 0.862266 * ln(BIO)",2,"Total foliage biomass","1.64","114.7","g","Total aboveground biomass","6.48","525.3","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -1.082791 + 0.862266 * ln(BIO)","31","0.742","0.2772","0.52605","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8305",FALSE
1050,"S","SHCA","Sheferdia canadensis (buffaloberry)","BFT","R","G","02","S","BIO","Total aboveground biomass","9.57","453.7","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","1.72","49.62","g","-0.943644","0.845435",NA,NA,"ln(BFT) = -0.943644 + 0.845435 * ln(BIO)",2,"Total foliage biomass","1.72","49.62","g","Total aboveground biomass","9.57","453.7","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -0.943644 + 0.845435 * ln(BIO)","30","0.890","0.0873","0.29554","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equations developed by Krankina, O.N. based on data from the above mentioned source.","8307",FALSE
1051,"S","SOSC","Sorbus scopulina (mountain ash)","BFT","R","G","02","S","BIO","Total aboveground biomass","19.9","821.8","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","3.82","151.5","g","1.222363","-0.398155","0.150959",NA,"ln(BFT) = 1.222363 - 0.398155 * ln(BIO) + 0.150959 * (ln(BIO))^2",45,"Total foliage biomass","3.82","151.5","g","Total aboveground biomass","19.9","821.8","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = 1.222363 - 0.398155 * ln(BIO) + 0.150959 * (ln(BIO))^2","29","0.902","0.1116","0.33409","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8309",FALSE
1052,"S","SPBE","Spirea betulifolia (white spirea).","BFT","R","G","02","S","BIO","Total aboveground biomass","0.410","13.57","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.17","6.54","g","-0.750104","0.883344",NA,NA,"ln(BFT) = -0.750101 + 0.883344 * ln(BIO)",2,"Total foliage biomass","0.17","6.54","g","Total aboveground biomass","0.41","13.57","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -0.750104 + 0.883344 * ln(BIO)","31","0.963","0.0338","0.18395","N","Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8311",FALSE
1053,"S","SYAL","Symphoricarpos albus (snowberry)","BFT","R","G","02","S","BIO","Total aboveground biomass","1.35","94.61","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.46","24.35","g","0.154151","0.241701",NA,NA,"BFT = 0.154151 + 0.241701 * BIO",1,"Total foliage biomass","0.46","24.35","g","Total aboveground biomass","1.350","94.61","g",NA,NA,NA,NA,NA,NA,NA,NA,"BFT = 0.154151 + 0.241701 * BIO","31","0.957","0.9744","0.98714",NA,"Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8313",FALSE
1054,"S","VAGL","Vaccinium globulare (blue hucklberry)","BFT","R","G","02","S","BIO","Total aboveground biomass","0.53","139.9","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.13","18.39","g","0.371780","0.136024",NA,NA,"BFT = 0.371780 + 0.136024 * BIO",1,"Total foliage biomass","0.13","18.39","g","Total aboveground biomass","0.53","139.9","g",NA,NA,NA,NA,NA,NA,NA,NA,"BFT = 0.371780 + 0.136024 * BIO","44","0.953","1.1508","1.07246",NA,"Brown, J.K. Intermountain Fire Sciences Laboratory, USDA FS, Missoula,MT.","Equation developed by Krankina O.N. based on data from the above mentioned source.","8315",FALSE
1055,"S","VASC","Vaccinium scoparium (grouse whortleberry","BFT","R","G","02","S","BIO","Total aboveground biomass","0.92","16.14","g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total foliage biomass","0.11","2.12","g","-1.888315","0.836266",NA,NA,"ln(BFT) = -1.888315 + 0.836266 * ln(BIO)",2,"Total foliage biomass","0.11","2.12","g","Total aboveground biomass","0.92","16.14","g",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BFT) = -1.888315 + 0.836266 * ln(BIO)","31","0.559","0.2503","0.50034","N","Brown, J.K. Inermountain Fire Sciences Laboratory, USDA FS, Missoula, MT.","Equation developed by Krankina, O.N. based on data from the above mentioned source.","8317",FALSE
1056,"G","AGROS","Agrostis sp. (bentgrass)","BAT","W","E","01","G","COV","Percent ground cover","0.3","20.0","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","0.5155","1.0774","1.49057",NA,"BAT = 0.5155 + 1.0774 * COV + 1.49057 * COV^0.5",11,"Total aboveground biomass (g/m^2)",NA,NA,"g","Percent ground cover","0.3","20.0","%",NA,NA,NA,NA,NA,NA,NA,NA,"BAT^0.5 = 1.038 * COV^0.5 + 0.718","14","0.886","0.193","0.439",NA,"Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Res., Univ. of Washington, unpublished, 1993.","8319",FALSE
1057,"H","ANMA","Anaphalis margaritacea -pearleverlasting","BAT","W","E","01","H","COV","Percent ground cover","0.4","7.0","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","0.531","1.091",NA,NA,"ln(BAT) = 0.531 + 1.091 * ln(COV)",2,"Total aboveground biomass (g/m^2)",NA,NA,"g","Percent ground cover","0.4","7.0","%",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = 0.531 + 1.091 * ln(COV)","15","0.877","0.132","0.363","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Res., Univ. of Washington, unpublished, 1993.","8328",FALSE
1058,"S","ARCO3","Arctostaphylos columbiana - manzanita","BAT","W","E","01","S","COV","Percent ground cover","0.2","1.8","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","0.0681","2.53128","-0.8305",NA,"BAT = 0.0681 + 2.53128 * COV - 0.8305 * COV^0.5",11,"Total aboveground biomass (g/m^2)",NA,NA,"g","Percent ground cover","0.2","1.8","%",NA,NA,NA,NA,NA,NA,NA,NA,"BAT^0.5 = 1.591 * COV^0.5 - 0.261","13","0.956","0.010","0.101",NA,"Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8337",FALSE
1059,"H","LULA","Lupinus latifolius - broadleaf lupine","BAT","W","E","01","H","COV","Percent ground cover","0.1","32.0","%","LEN","Length (from base to tip along the main stem)","3.0","55.0","cm",NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-1.573","0.907","0.709",NA,"ln(BAT) = -1.573 + 0.907 * ln(COV) + 0.709 * ln(LEN)",17,"Total aboveground biomass",NA,NA,"g","Percent ground cover","0.1","32.0","%","Length","3.0","55.0","cm",NA,NA,NA,NA,"ln(BAT) = -1.573 + 0.907 * ln(COV) + 0.709 * ln(LEN)","18","0.973","0.140","0.374","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8346",FALSE
1060,"S","ARCO3","Arctostaphylos columbiana - manzanita","BAT","W","E","02","S","DBA","Basal diameter","0.1","0.4","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","3.466","2.421",NA,NA,"ln(BAT) = 3.466 + 2.421 * ln(DBA)",2,"Total aboveground biomass",NA,NA,"g","Basal diameter","0.1","0.4","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = 3.466 + 2.421 * ln(DBA)","13","0.931","0.080","0.283","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8354",FALSE
1061,"S","ARCO3","Arctostaphylos columbiana - manzanita","BAT","W","E","03","S","DBA","Basal diameter","0.1","0.4","cm","LEN","Length (from base to tip along the main stem)","5.0","19.0","cm",NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-0.845","1.398","1.154",NA,"ln(BAT) = -0.845 + 1.398 * ln(DBA) + 1.154 * ln(LEN)",17,"Total aboveground biomass",NA,NA,"g","Basal diameter","0.1","0.4","cm","Length","5.0","19.0","cm",NA,NA,NA,NA,"ln(BAT) = -0.845 + 1.398 * ln(DBA) + 1.154 * ln(LEN)","13","0.963","0.047","0.216","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Res., Univ. of Washington, unpublished, 1993.","8363",FALSE
1062,"S","BENE","Berberis nervosa - cascade hollygrape","BAT","W","E","01","S","COV","Percent ground cover","0.1","11.0","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","0.1156","2.8832","-1.1546",NA,"BAT = 0.1156 + 2.8832 * COV - 1.1546 * COV^0.5",11,"Total aboveground biomass",NA,NA,"g","Percent ground cover","0.1","11.0","%",NA,NA,NA,NA,NA,NA,NA,NA,"BAT^0.5 = 1.698 * COV^0.5 - 0.340","13","0.980","0.051","0.225","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Res., Univ. of Washington, unpublished, 1993.","8372",FALSE
1063,"S","CACH","Castanopsis chrysophylla-gold. chinkapin","BAT","W","E","01","S","DBA","Basal diameter","0.2","0.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","3.219","2.397",NA,NA,"ln(BAT) = 3.219 + 2.397 * ln(DBA)",2,"Total aboveground biomass",NA,NA,"g","Basal diameter","0.2","0.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = 3.219 + 2.397 * ln(DBA)","23","0.845","0.140","0.374","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Res., Univ. of Washington, unpublished, 1993.","8381",FALSE
1064,"S","CACH","Castanopsis chrysophylla-gold. chinkapin","BAT","W","E","02","S","DBA","Basal diameter","0.2","0.6","cm","LEN","Length (from base to tip along the main stem)","11.0","50.0","cm",NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-1.969","5.411","0.025",NA,"ln(BAT) = -1.969 + 5.411 * ln(DBA) + 0.025 * ln(LEN)",17,"Total aboveground biomass",NA,NA,"g","Basal diameter","0.2","0.6","cm","Length (from base to tip along the main stem)","11.0","50.0","cm",NA,NA,NA,NA,"ln(BAT) = -1.969 + 5.411 * ln(DBA) + 0.025 * ln(LEN)","23","0.895","0.100","0.316","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of For. Res., Univ. of Washington, unpublished, 1993.","8390",FALSE
1065,"H","CASC2","Campanula scouleri - bellflower","BAT","W","E","01","H","COV","Percent ground cover","0.1","3.5","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","1.0","1.336","1.0","0.113","ln(BAT+1.) = 1.336 * ln(COV + 1.0) + 0.113",48,"Total aboveground biomass (g/m^2)",NA,NA,"g","Percent ground cover","0.1","3.5","%",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT+1) = 1.336 * ln(COV+1) + 0.113","12","0.977","0.011","0.105","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, Coll. of Forest Res., Univ. of Washington, unpublished, 1993.","8399",FALSE
1066,"S","CESA","Ceanothus sanguineus - redstem ceanothus","BAT","W","E","02","S","DBA","Basal diameter","0.1","0.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","2.950","2.875",NA,NA,"ln(BAT) = 2.950 + 2.875 * ln(DBA)",2,"Total aboveground biomass",NA,NA,"g","Basal diameter","0.1","0.3","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = 2.950 + 2.875 * ln(DBA)","11","0.759","0.367","0.606","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8407",FALSE
1067,"S","CESA","Ceanothus sanguineus - redstem ceanothus","BAT","W","E","03","S","LEN","Length (from base to tip along the main stem)","2.0","17.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-5.618","1.888",NA,NA,"ln(BAT) = -5.618 + 1.888 * ln(LEN)",2,"Total aboveground biomass",NA,NA,"g","Length (from base to tip along the main stem)","2.0","17.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = -5.618 + 1.888 * ln(LEN)","10","0.946","0.091","0.301","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8416",FALSE
1068,"S","CEVE","Ceanothus velutinus -snowbrush ceanothus","BAT","W","E","01","S","COV","Percent ground cover","0.1","0.5","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-0.088","1.038",NA,NA,"BAT = -0.088 + 1.038 * COV",1,"Total aboveground biomass (g/m^2)",NA,NA,"g","Percent ground cover","0.1","0.5","%",NA,NA,NA,NA,NA,NA,NA,NA,"BAT = -0.088 + 1.038 * COV","7","0.847","0.005","0.067",NA,"Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8425",FALSE
1069,"H","CIRSI","Cirsium spp. - thistle","BAT","W","E","01","H","LEN","Length (from base to tip along the main stem)","2.0","120.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-0.082","0.960",NA,NA,"ln(BAT) = -0.082 + 0.960 * ln(LEN)",2,"Total aboveground biomass",NA,NA,"g","Length (from base to tip along the main stem)","2.0","120.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = -0.082 + 0.960 * ln(LEN)","10","0.857","0.465","0.682","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8434",FALSE
1070,"H","CIRSI","Cirsium spp. - thistle","BAT","W","E","02","H","COV","Percent ground cover","0.8","27.0","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-0.026","1.478",NA,NA,"ln(BAT) = -0.026 + 1.478 * ln(COV)",2,"Total aboveground biomass",NA,NA,"g","Percent ground cover","0.8","27.0","%",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = -0.026 + 1.478 * ln(COV)","11","0.952","0.0.157","0.396","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8443",FALSE
1071,"H","COCA2","Conyza canadensis - horseweed","BAT","W","E","02","H","COV","Percent ground cover","0.2","12.0","%","LEN","Length (from base to tip along the main stem)","39.0","165.0","cm",NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-6.342","0.568","1.725",NA,"ln(BAT) = -6.342 + 0.568 * ln(COV) + 1.725 * ln(LEN)",17,"Total aboveground biomass",NA,NA,"g","Percent ground cover","0.2","12.0","%","Length","39.0","165.0","cm",NA,NA,NA,NA,"ln(BAT) = -6.342 + 0.568 * ln(COV) + 1.725 * ln(LEN)","22","0.925","0.132","0.364","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8452",FALSE
1072,"H","COCA2","Conyza canadensis - horseweed","BAT","W","E","01","H","COV","Percent ground cover","0.2","16.0","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","0.852","0.919",NA,NA,"ln(BAT) = 0.852 + 0.919 * ln(COV)",2,"Total aboveground biomass",NA,NA,"g","Percent ground cover","0.2","16.0","%",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = 0.852 + 0.919 * ln(COV)","24","0.737","0.559","0.748","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8461",FALSE
1073,"H","COCA2","Conyza canadensis - horseweed","BAT","W","E","03","H","LEN","Length (from base to tip along the main stem)","35.0","165.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total aboveground biomass",NA,NA,"g","-10.013","2.693",NA,NA,"ln(BAT) = -10.013 + 2.693 * ln(LEN)",2,"Total aboveground biomass",NA,NA,"g","Length (from base to tip along the main stem)","35.0","165.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BAT) = -10.013 + 2.693 * ln(LEN)","27","0.634","0.667","0.817","N","Charles Halpern @ University of Washington","Charles Halpern and Eric Miller, College of Forest Resources, Univ. of Washington, unpublished, 1993.","8470",FALSE
